"Pozycja (x, y)","Prędkość (Vx, Vy)",Masa,"Siła (Fx, Fy)","Przyspieszenie (Ax, Ay)"
[4.53114641e+33 6.40700344e+33],[4.57691560e+26 6.47172068e+26],1e+30,[1.66167353e-15 6.32822592e-16],[1.66167353e-45 6.32822592e-46]
[ 8.48571829e+32 -3.83759721e+33],[ 8.57143262e+25 -3.87636082e+26],1e+30,[7.67645239e-16 2.02754653e-15],[7.67645239e-46 2.02754653e-45]
[4.26420844e+33 1.02625705e+34],[4.30728125e+26 1.03662328e+27],1e+30,[-1.52369052e-16 -3.98578793e-16],[-1.52369052e-46 -3.98578793e-46]
[-3.33706329e+33  5.55507864e+32],[-3.37077100e+26  5.61119055e+25],1e+30,[ 2.83765729e-15 -2.08132043e-15],[ 2.83765729e-45 -2.08132043e-45]
[2.00253915e+33 4.36655157e+32],[2.02276682e+26 4.41065815e+25],1e+30,[-6.23836569e-15  1.22407103e-15],[-6.23836569e-45  1.22407103e-45]
[3.84667933e+33 9.47436721e+32],[3.88553468e+26 9.57006789e+25],1e+30,[8.37110986e-16 5.77770943e-16],[8.37110986e-46 5.77770943e-46]
[-1.20569100e+34  1.11640624e+34],[-1.21786969e+27  1.12768307e+27],1e+30,[ 1.42056461e-16 -1.57473900e-16],[ 1.42056461e-46 -1.57473900e-46]
[-1.76194457e+33 -3.80354755e+33],[-1.77974199e+26 -3.84196722e+26],1e+30,[9.13500157e-16 6.79805568e-16],[9.13500157e-46 6.79805568e-46]
[2.26687958e+33 4.83811766e+32],[2.28977735e+26 4.88698754e+25],1e+30,[-6.17112538e-16  1.72046351e-15],[-6.17112538e-46  1.72046351e-45]
[ 1.88174608e+33 -1.54065841e+33],[ 1.90075361e+26 -1.55622062e+26],1e+30,[-2.86219539e-15  1.28409574e-15],[-2.86219539e-45  1.28409574e-45]
[ 1.41653552e+33 -5.12348349e+33],[ 1.43084396e+26 -5.17523585e+26],1e+30,[-5.73581036e-16  1.62514180e-15],[-5.73581036e-46  1.62514180e-45]
[-4.88780886e+34 -3.88588335e+35],[-4.93718067e+27 -3.92513469e+28],1e+30,[5.48738622e-20 4.38562728e-19],[5.48738622e-50 4.38562728e-49]
[-4.35926206e+34 -3.02477765e+34],[-4.40329501e+27 -3.05533096e+27],1e+30,[2.03145913e-17 1.47350819e-17],[2.03145913e-47 1.47350819e-47]
[-6.03894417e+33  8.03071746e+33],[-6.09994361e+26  8.11183582e+26],1e+30,[ 4.28778129e-16 -4.49337137e-16],[ 4.28778129e-46 -4.49337137e-46]
[-2.10079254e+33  4.41688864e+33],[-2.12201266e+26  4.46150368e+26],1e+30,[ 1.24479968e-15 -1.08201920e-15],[ 1.24479968e-45 -1.08201920e-45]
[-2.88831099e+33  5.65566295e+32],[-2.91748585e+26  5.71279085e+25],1e+30,[ 2.11893213e-17 -1.93577661e-15],[ 2.11893213e-47 -1.93577661e-45]
[ 4.96105968e+33 -1.60552789e+33],[ 5.01117140e+26 -1.62174534e+26],1e+30,[-1.67688811e-15  3.65109986e-16],[-1.67688811e-45  3.65109986e-46]
[-3.00896874e+33 -7.73682124e+33],[-3.03936236e+26 -7.81497095e+26],1e+30,[9.68588605e-17 1.25811149e-15],[9.68588605e-47 1.25811149e-45]
[-6.21425539e+33  1.87436937e+33],[-6.27702564e+26  1.89330239e+26],1e+30,[ 1.36221910e-15 -5.86696464e-16],[ 1.36221910e-45 -5.86696464e-46]
[-8.11062853e+32 -9.15665434e+32],[-8.19255407e+25 -9.24914580e+25],1e+30,[ 4.12686543e-15 -1.10940890e-15],[ 4.12686543e-45 -1.10940890e-45]
[-6.33883095e+31 -9.15462826e+32],[-6.40285957e+24 -9.24709925e+25],1e+30,[2.62536401e-15 5.37195087e-15],[2.62536401e-45 5.37195087e-45]
[-3.05369664e+33  2.99136650e+33],[-3.08454206e+26  3.02158233e+26],1e+30,[ 2.47885071e-15 -2.92388144e-16],[ 2.47885071e-45 -2.92388144e-46]
[ 3.60231493e+33 -1.88226845e+33],[ 3.63870195e+26 -1.90128126e+26],1e+30,[-3.29764580e-15 -4.24361931e-15],[-3.29764580e-45 -4.24361931e-45]
[-4.01737478e+33 -7.15930543e+33],[-4.05795432e+26 -7.23162164e+26],1e+30,[3.74514001e-16 1.74863231e-16],[3.74514001e-46 1.74863231e-46]
[-5.40755459e+34 -6.47945506e+34],[-5.46217635e+27 -6.54490410e+27],1e+30,[6.02493554e-18 7.34902449e-18],[6.02493554e-48 7.34902449e-48]
[-3.10817606e+33  4.19534349e+32],[-3.13957178e+26  4.23772070e+25],1e+30,[-2.01607491e-13 -8.36766094e-14],[-2.01607491e-43 -8.36766094e-44]
[-2.41968556e+32  1.12678537e+33],[-2.44412683e+25  1.13816704e+26],1e+30,[-1.56394859e-15  6.23225519e-16],[-1.56394859e-45  6.23225519e-46]
[1.15980486e+34 1.38170308e+34],[1.17152006e+27 1.39565967e+27],1e+30,[-1.49247292e-16 -2.24681699e-16],[-1.49247292e-46 -2.24681699e-46]
[3.14547110e+33 4.66493666e+33],[3.17724353e+26 4.71205724e+26],1e+30,[-1.37542369e-15 -1.58385237e-15],[-1.37542369e-45 -1.58385237e-45]
[-1.17531813e+33  1.86846055e+33],[-1.18719003e+26  1.88733389e+26],1e+30,[ 1.71219689e-15 -2.38213625e-15],[ 1.71219689e-45 -2.38213625e-45]
[-2.57531831e+33 -4.21518720e+33],[-2.60133163e+26 -4.25776485e+26],1e+30,[1.04966621e-15 2.53485526e-15],[1.04966621e-45 2.53485526e-45]
[-7.41442753e+33  3.95070993e+33],[-7.48932074e+26  3.99061609e+26],1e+30,[ 7.21322578e-16 -4.88868824e-16],[ 7.21322578e-46 -4.88868824e-46]
[2.58745364e+33 2.17342401e+33],[2.61358953e+26 2.19537778e+26],1e+30,[-3.56738566e-15 -3.94637990e-15],[-3.56738566e-45 -3.94637990e-45]
[2.28106966e+34 3.83670917e+33],[2.30411076e+27 3.87546381e+26],1e+30,[-1.21865902e-16 -1.85531779e-17],[-1.21865902e-46 -1.85531779e-47]
[-3.32901525e+31  2.02029245e+33],[-3.36264182e+24  2.04069945e+26],1e+30,[-1.04292205e-15 -4.00221962e-15],[-1.04292205e-45 -4.00221962e-45]
[ 1.54142404e+33 -4.36035064e+32],[ 1.55699398e+26 -4.40439459e+25],1e+30,[-1.62408747e-13 -1.55567981e-13],[-1.62408747e-43 -1.55567981e-43]
[ 4.00827365e+33 -8.20694897e+33],[ 4.04876126e+26 -8.28984744e+26],1e+30,[-3.95858403e-16  8.39812552e-16],[-3.95858403e-46  8.39812552e-46]
[-7.05969444e+33 -2.15826363e+33],[-7.13100449e+26 -2.18006427e+26],1e+30,[9.85292637e-16 5.05120048e-16],[9.85292637e-46 5.05120048e-46]
[-2.60043621e+33  4.09472713e+33],[-2.62670324e+26  4.13608801e+26],1e+30,[ 1.01305069e-15 -1.14156308e-15],[ 1.01305069e-45 -1.14156308e-45]
[-3.43621245e+33  2.85189714e+33],[-3.47092167e+26  2.88070418e+26],1e+30,[-3.90159270e-16 -7.58411164e-16],[-3.90159270e-46 -7.58411164e-46]
[-2.57643192e+32  6.06606230e+32],[-2.60245649e+25  6.12733566e+25],1e+30,[-4.24758510e-15 -6.83753117e-16],[-4.24758510e-45 -6.83753117e-46]
[-1.32590179e+33  3.45298152e+32],[-1.33929473e+26  3.48786012e+25],1e+30,[ 7.47232788e-15 -1.86095906e-16],[ 7.47232788e-45 -1.86095906e-46]
[5.66950671e+33 1.16373975e+33],[5.72677445e+26 1.17549470e+26],1e+30,[-2.37541862e-15  1.54223767e-15],[-2.37541862e-45  1.54223767e-45]
[-3.29789215e+33  1.19425873e+33],[-3.33120419e+26  1.20632195e+26],1e+30,[ 3.54255444e-16 -1.32631715e-15],[ 3.54255444e-46 -1.32631715e-45]
[-1.10121181e+32  1.25012372e+33],[-1.11233517e+25  1.26275124e+26],1e+30,[-1.23674083e-14  1.60896440e-14],[-1.23674083e-44  1.60896440e-44]
[ 4.02926630e+33 -4.45468572e+33],[ 4.06996596e+26 -4.49968255e+26],1e+30,[-1.57421555e-15 -4.53913468e-15],[-1.57421555e-45 -4.53913468e-45]
[-1.01513364e+34  1.32359648e+33],[-1.02538752e+27  1.33696614e+26],1e+30,[ 9.73822011e-16 -2.51595841e-17],[ 9.73822011e-46 -2.51595841e-47]
[ 1.45629851e+34 -2.40561462e+34],[ 1.47100859e+27 -2.42991376e+27],1e+30,[-5.92845054e-17  1.09298440e-16],[-5.92845054e-47  1.09298440e-46]
[ 4.44405586e+32 -1.26664561e+33],[ 4.48894531e+25 -1.27944001e+26],1e+30,[5.10139841e-15 7.28853238e-15],[5.10139841e-45 7.28853238e-45]
[4.60695380e+33 5.38565915e+32],[4.65348869e+26 5.44005974e+25],1e+30,[-2.89838347e-15  1.62586953e-15],[-2.89838347e-45  1.62586953e-45]
[-7.58398669e+33 -1.91198124e+33],[-7.66059262e+26 -1.93129418e+26],1e+30,[1.12593449e-15 1.28316019e-16],[1.12593449e-45 1.28316019e-46]
[-3.70775135e+34  8.29922978e+34],[-3.74520339e+27  8.38306039e+27],1e+30,[ 3.24775946e-18 -7.47979162e-18],[ 3.24775946e-48 -7.47979162e-48]
[ 5.96401811e+31 -3.76657196e+33],[ 6.02426061e+24 -3.80461814e+26],1e+30,[-5.48669226e-15  1.55450972e-15],[-5.48669226e-45  1.55450972e-45]
[-6.76026693e+32 -2.26337068e+32],[-6.82855245e+25 -2.28623301e+25],1e+30,[-8.91219748e-15 -8.71898666e-16],[-8.91219748e-45 -8.71898666e-46]
[4.39359073e+31 6.91385922e+33],[4.43797044e+24 6.98369619e+26],1e+30,[-7.45188443e-16 -1.33654641e-15],[-7.45188443e-46 -1.33654641e-45]
[-2.50408486e+33  5.09654662e+33],[-2.52937865e+26  5.14802689e+26],1e+30,[ 1.64511959e-15 -2.18724930e-16],[ 1.64511959e-45 -2.18724930e-46]
[-1.93052360e+33 -2.38337206e+33],[-1.95002383e+26 -2.40744653e+26],1e+30,[-5.76528400e-16 -1.45451284e-15],[-5.76528400e-46 -1.45451284e-45]
[5.17619625e+33 5.49674997e+32],[5.22848106e+26 5.55227269e+25],1e+30,[-4.57037022e-15 -5.66137232e-16],[-4.57037022e-45 -5.66137232e-46]
[2.83048007e+33 2.91955910e+32],[2.85907078e+26 2.94904959e+25],1e+30,[-3.01304149e-15  3.93353806e-17],[-3.01304149e-45  3.93353806e-47]
[-1.66252066e+34  1.08742105e+34],[-1.6793138e+27  1.0984051e+27],1e+30,[ 1.61892679e-16 -9.30115795e-17],[ 1.61892679e-46 -9.30115795e-47]
[-1.10390152e+34 -3.14090252e+33],[-1.11505204e+27 -3.17262881e+26],1e+30,[4.74417787e-16 1.52638700e-16],[4.74417787e-46 1.52638700e-46]
[-2.88702599e+32  6.69758290e+33],[-2.91618787e+25  6.76523525e+26],1e+30,[-4.87069733e-16 -1.14535068e-15],[-4.87069733e-46 -1.14535068e-45]
[-4.29541092e+32  6.09865292e+33],[-4.33879891e+25  6.16025547e+26],1e+30,[ 5.06475784e-17 -1.02750582e-15],[ 5.06475784e-47 -1.02750582e-45]
[-3.46911463e+33  8.05801191e+32],[-3.50415619e+26  8.13940597e+25],1e+30,[-2.00981177e-14  6.22474854e-14],[-2.00981177e-44  6.22474854e-44]
[1.03189858e+33 2.16343406e+33],[1.04232180e+26 2.18528693e+26],1e+30,[-9.62104236e-16 -1.83404589e-15],[-9.62104236e-46 -1.83404589e-45]
[-1.57533209e+33  1.61971133e+31],[-1.59124453e+26  1.63607206e+24],1e+30,[3.36320180e-15 9.48736387e-16],[3.36320180e-45 9.48736387e-46]
[ 2.58171469e+33 -2.16038564e+33],[ 2.60779262e+26 -2.18220772e+26],1e+30,[-3.81388526e-15  2.23864212e-15],[-3.81388526e-45  2.23864212e-45]
[-8.51839632e+32 -1.72416525e+33],[-8.60444073e+25 -1.74158106e+26],1e+30,[-5.84472105e-16  2.89369437e-15],[-5.84472105e-46  2.89369437e-45]
[8.40773299e+33 4.47437590e+33],[8.49265959e+26 4.51957162e+26],1e+30,[-7.52318935e-16 -2.35247660e-16],[-7.52318935e-46 -2.35247660e-46]
[ 2.29177884e+33 -1.39393875e+33],[ 2.31492812e+26 -1.40801894e+26],1e+30,[-2.51061006e-15 -2.52476703e-15],[-2.51061006e-45 -2.52476703e-45]
[ 9.33433678e+32 -4.70259943e+33],[ 9.42862301e+25 -4.75010044e+26],1e+30,[-7.08454634e-16  2.66103756e-15],[-7.08454634e-46  2.66103756e-45]
[-6.80206056e+32 -1.49986393e+33],[-6.87076823e+25 -1.51501407e+26],1e+30,[7.11329988e-16 3.80613465e-15],[7.11329988e-46 3.80613465e-45]
[-3.05069282e+33  4.64300484e+33],[-3.08150790e+26  4.68990387e+26],1e+30,[ 1.65077376e-15 -1.46675732e-15],[ 1.65077376e-45 -1.46675732e-45]
[2.02183848e+33 1.13344884e+33],[2.04226109e+26 1.14489781e+26],1e+30,[ 8.00165375e-16 -2.46789193e-15],[ 8.00165375e-46 -2.46789193e-45]
[4.38697196e+32 6.22004060e+32],[4.43128479e+25 6.28286931e+25],1e+30,[-2.96128202e-15 -1.90524172e-14],[-2.96128202e-45 -1.90524172e-44]
[6.07176681e+33 9.17082768e+33],[6.13309779e+26 9.26346230e+26],1e+30,[-2.59529042e-16 -3.92071991e-16],[-2.59529042e-46 -3.92071991e-46]
[-4.28038410e+33 -1.75032872e+33],[-4.32362031e+26 -1.76800881e+26],1e+30,[1.37984514e-15 5.60718545e-16],[1.37984514e-45 5.60718545e-46]
[1.20084506e+34 5.45659714e+33],[1.21297481e+27 5.51171428e+26],1e+30,[-3.05578938e-16 -1.62739409e-16],[-3.05578938e-46 -1.62739409e-46]
[7.42222302e+32 2.54761032e+33],[7.49719497e+25 2.57334376e+26],1e+30,[-1.01970224e-16 -2.02736161e-15],[-1.01970224e-46 -2.02736161e-45]
[-1.57453143e+33  2.09805369e+33],[-1.59043578e+26  2.11924615e+26],1e+30,[ 1.34146854e-15 -6.41205256e-15],[ 1.34146854e-45 -6.41205256e-45]
[-1.87771173e+33 -4.08766624e+33],[-1.89667852e+26 -4.12895579e+26],1e+30,[-4.72356030e-15  2.77465996e-15],[-4.72356030e-45  2.77465996e-45]
[-4.97189329e+34  3.70150971e+33],[-5.02211444e+27  3.73889870e+26],1e+30,[ 2.81086583e-17 -1.89012433e-18],[ 2.81086583e-47 -1.89012433e-48]
[-2.10818301e+33  2.94357587e+33],[-2.12947779e+26  2.97330896e+26],1e+30,[ 1.16263752e-15 -1.50810507e-15],[ 1.16263752e-45 -1.50810507e-45]
[-1.55131325e+33 -3.02071388e+33],[-1.56698308e+26 -3.05122615e+26],1e+30,[-6.03483400e-15 -1.03921415e-15],[-6.03483400e-45 -1.03921415e-45]
[-7.84182599e+33  5.84436172e+33],[-7.92103635e+26  5.90339568e+26],1e+30,[ 5.00841919e-16 -3.81057238e-16],[ 5.00841919e-46 -3.81057238e-46]
[-2.17084243e+33  7.83382220e+33],[-2.19277013e+26  7.91295172e+26],1e+30,[ 1.21853740e-16 -1.01459769e-15],[ 1.21853740e-46 -1.01459769e-45]
[ 3.97942659e+33 -2.73246786e+34],[ 4.01962282e+26 -2.76006854e+27],1e+30,[-1.00784988e-17  8.37639787e-17],[-1.00784988e-47  8.37639787e-47]
[-2.63040321e+33  3.26626242e+33],[-2.65697294e+26  3.29925497e+26],1e+30,[ 3.55593602e-15 -2.53358655e-15],[ 3.55593602e-45 -2.53358655e-45]
[-1.00908539e+32  2.87578902e+33],[-1.01927817e+25  2.90483739e+26],1e+30,[ 4.57942848e-16 -3.91023136e-15],[ 4.57942848e-46 -3.91023136e-45]
[-2.56142336e+32  5.37867114e+33],[-2.58729632e+25  5.43300115e+26],1e+30,[-1.90844483e-15 -1.31123682e-15],[-1.90844483e-45 -1.31123682e-45]
[-1.96807774e+34 -6.07965038e+33],[-1.98795731e+27 -6.14106099e+26],1e+30,[1.99467601e-16 3.51964948e-17],[1.99467601e-46 3.51964948e-47]
[2.44801935e+32 2.51545525e+32],[2.47274682e+25 2.54086388e+25],1e+30,[-3.10017485e-15  1.96706579e-14],[-3.10017485e-45  1.96706579e-44]
[-2.10790093e+33  6.15259952e+32],[-2.12919286e+26  6.21474698e+25],1e+30,[-3.33703194e-15 -1.80200748e-15],[-3.33703194e-45 -1.80200748e-45]
[-3.96504357e+33  4.65694779e+33],[-4.00509451e+26  4.70398767e+26],1e+30,[ 1.27974488e-15 -6.85725186e-16],[ 1.27974488e-45 -6.85725186e-46]
[ 1.60782751e+32 -1.63425807e+33],[ 1.62406819e+25 -1.65076573e+26],1e+30,[1.21948264e-15 1.69444655e-15],[1.21948264e-45 1.69444655e-45]
[5.33546452e+32 1.01217177e+34],[5.38935809e+25 1.02239573e+27],1e+30,[ 1.25710172e-16 -4.97894602e-16],[ 1.25710172e-46 -4.97894602e-46]
[-3.91968493e+33 -7.87283650e+33],[-3.9592777e+26 -7.9523601e+26],1e+30,[ 4.18928725e-15 -2.43855700e-15],[ 4.18928725e-45 -2.43855700e-45]
[-1.21274502e+34  6.06230678e+33],[-1.22499497e+27  6.12354220e+26],1e+30,[ 2.71097474e-16 -1.83639893e-16],[ 2.71097474e-46 -1.83639893e-46]
[-5.32612415e+33  1.84215225e+33],[-5.37992338e+26  1.86075985e+26],1e+30,[ 9.33263415e-16 -1.00463178e-15],[ 9.33263415e-46 -1.00463178e-45]
[-3.91211149e+32  1.65850726e+33],[-3.95162777e+25  1.67525986e+26],1e+30,[-4.07879585e-14 -1.80950902e-15],[-4.07879585e-44 -1.80950902e-45]
[-2.81366883e+33  4.47218282e+33],[-2.84208973e+26  4.51735639e+26],1e+30,[ 7.38474008e-16 -8.93015657e-16],[ 7.38474008e-46 -8.93015657e-46]
[ 9.09721419e+33 -2.99906300e+32],[ 9.18910524e+26 -3.02935656e+25],1e+30,[-1.31174578e-15 -5.14143358e-16],[-1.31174578e-45 -5.14143358e-46]
[-7.41951311e+31 -9.06197959e+33],[-7.49445770e+24 -9.15351473e+26],1e+30,[-9.24341720e-17  1.31078822e-15],[-9.24341720e-47  1.31078822e-45]
[-6.57367654e+33 -1.30188296e+34],[-6.64007731e+26 -1.31503329e+27],1e+30,[1.10225513e-16 2.35157006e-16],[1.10225513e-46 2.35157006e-46]
[-1.23376583e+33  2.70946254e+32],[-1.24622811e+26  2.73683085e+25],1e+30,[1.75022685e-15 5.20925019e-15],[1.75022685e-45 5.20925019e-45]
[1.33770252e+34 1.08322495e+33],[1.35121467e+27 1.09416661e+26],1e+30,[-3.57983211e-16 -1.20549093e-17],[-3.57983211e-46 -1.20549093e-47]
[-1.84216957e+34 -2.18595163e+34],[-1.86077735e+27 -2.20803195e+27],1e+30,[5.50646104e-17 6.58915309e-17],[5.50646104e-47 6.58915309e-47]
[-8.19751183e+32  8.43483048e+30],[-8.28031498e+25  8.52003045e+23],1e+30,[ 1.82591386e-15 -3.41993418e-15],[ 1.82591386e-45 -3.41993418e-45]
[-1.11498014e+33  3.51738531e+33],[-1.12624257e+26  3.55291445e+26],1e+30,[ 4.09630393e-16 -1.63734233e-15],[ 4.09630393e-46 -1.63734233e-45]
[-2.56329847e+30  3.26726862e+33],[-2.58919022e+23  3.30027134e+26],1e+30,[ 5.57375804e-15 -3.62166212e-16],[ 5.57375804e-45 -3.62166212e-46]
[-2.05586178e+32  1.85681837e+33],[-2.07662807e+25  1.87557411e+26],1e+30,[ 4.48024530e-16 -8.72613782e-15],[ 4.48024530e-46 -8.72613782e-45]
[-2.55502211e+33 -4.88833096e+33],[-2.58083041e+26 -4.93770804e+26],1e+30,[1.22686879e-15 1.34734019e-15],[1.22686879e-45 1.34734019e-45]
[6.10658910e+33 2.91378921e+34],[6.16827182e+26 2.94322142e+27],1e+30,[-9.26566111e-18 -6.93262188e-17],[-9.26566111e-48 -6.93262188e-47]
[-7.01240534e+33 -1.49065364e+34],[-7.08323771e+26 -1.50571075e+27],1e+30,[2.88996588e-16 3.11955473e-16],[2.88996588e-46 3.11955473e-46]
[-6.03684229e+32  6.49971927e+33],[-6.0978205e+25  6.5653730e+26],1e+30,[ 5.43969372e-16 -6.76888847e-16],[ 5.43969372e-46 -6.76888847e-46]
[1.97328846e+32 2.18598072e+33],[1.99322066e+25 2.20806134e+26],1e+30,[ 2.61875045e-16 -2.77131555e-15],[ 2.61875045e-46 -2.77131555e-45]
[ 2.42571439e+33 -7.68595739e+33],[ 2.45021656e+26 -7.76359332e+26],1e+30,[-1.53062519e-14  5.41515682e-15],[-1.53062519e-44  5.41515682e-45]
[1.20721985e+33 1.22240298e+33],[1.21941399e+26 1.23475048e+26],1e+30,[-9.71263880e-16 -2.21271068e-15],[-9.71263880e-46 -2.21271068e-45]
[-1.17364081e+33  9.41196179e+32],[-1.18549576e+26  9.50703212e+25],1e+30,[-2.96753450e-17  1.54567494e-15],[-2.96753450e-47  1.54567494e-45]
[1.95280769e+34 1.23580430e+34],[1.97253302e+27 1.24828718e+27],1e+30,[-1.00686057e-16 -6.34275096e-17],[-1.00686057e-46 -6.34275096e-47]
[-5.10485632e+32  6.60759089e+32],[-5.15642052e+25  6.67433423e+25],1e+30,[ 1.03001197e-15 -3.18179642e-15],[ 1.03001197e-45 -3.18179642e-45]
[-2.36248087e+33 -2.76324490e+33],[-2.38634431e+26 -2.79115646e+26],1e+30,[4.30637380e-15 9.88870028e-16],[4.30637380e-45 9.88870028e-46]
[-8.45033401e+32 -6.73894880e+33],[-8.53569093e+25 -6.80701899e+26],1e+30,[-1.80778996e-16  1.03285643e-15],[-1.80778996e-46  1.03285643e-45]
[-9.89841775e+33 -2.67027096e+33],[-9.99840177e+26 -2.69724340e+26],1e+30,[6.28727016e-16 1.58142634e-16],[6.28727016e-46 1.58142634e-46]
[2.91263185e+33 1.07137629e+33],[2.94205237e+26 1.08219828e+26],1e+30,[-3.31075957e-14 -1.41777301e-14],[-3.31075957e-44 -1.41777301e-44]
[3.87215380e+33 7.22144599e+33],[3.91126646e+26 7.29438989e+26],1e+30,[-7.77380903e-16 -1.40605182e-15],[-7.77380903e-46 -1.40605182e-45]
[-4.52204276e+33  5.42384320e+33],[-4.56771996e+26  5.47862950e+26],1e+30,[ 8.13754197e-16 -7.45945074e-16],[ 8.13754197e-46 -7.45945074e-46]
[-4.38971892e+33  1.34017345e+34],[-4.43405951e+26  1.35371056e+27],1e+30,[ 1.11721755e-16 -2.65845979e-16],[ 1.11721755e-46 -2.65845979e-46]
[-3.54451530e+33 -2.13701398e+32],[-3.58031849e+26 -2.15859999e+25],1e+30,[-5.60143013e-16  3.58153696e-15],[-5.60143013e-46  3.58153696e-45]
[ 2.21723793e+35 -2.59695464e+35],[ 2.23963427e+28 -2.62318650e+28],1e+30,[-3.76683405e-19  4.43440420e-19],[-3.76683405e-49  4.43440420e-49]
[-6.78273269e+32  6.81419042e+33],[-6.85124514e+25  6.88302063e+26],1e+30,[ 8.07133798e-16 -1.87406386e-15],[ 8.07133798e-46 -1.87406386e-45]
[-1.95934762e+31 -6.66259978e+32],[-1.97913913e+24 -6.72989876e+25],1e+30,[-1.73188421e-15  5.14312266e-15],[-1.73188421e-45  5.14312266e-45]
[3.66361140e+32 1.85936971e+33],[3.70061757e+25 1.87815122e+26],1e+30,[-2.33878448e-15 -2.95897159e-15],[-2.33878448e-45 -2.95897159e-45]
[-1.83126585e+33  2.35565374e+33],[-1.84976349e+26  2.37944823e+26],1e+30,[ 1.68721837e-15 -3.32638359e-15],[ 1.68721837e-45 -3.32638359e-45]
[-2.36679851e+33 -1.10835000e+33],[-2.39070556e+26 -1.11954545e+26],1e+30,[ 1.97449599e-14 -6.97993138e-15],[ 1.97449599e-44 -6.97993138e-45]
[ 1.15394790e+33 -6.71215607e+33],[ 1.16560394e+26 -6.77995563e+26],1e+30,[-4.15240064e-16  1.06913591e-15],[-4.15240064e-46  1.06913591e-45]
[1.11939019e+33 8.28528084e+32],[1.13069716e+26 8.36897055e+25],1e+30,[-4.21303042e-15 -5.65306851e-15],[-4.21303042e-45 -5.65306851e-45]
[ 7.31789000e+32 -1.62943456e+33],[ 7.39180808e+25 -1.64589350e+26],1e+30,[-3.98434889e-15  8.11754319e-15],[-3.98434889e-45  8.11754319e-45]
[-2.83386394e+33  3.67826366e+33],[-2.86248883e+26  3.71541783e+26],1e+30,[ 1.58916696e-15 -1.64372281e-15],[ 1.58916696e-45 -1.64372281e-45]
[2.66285019e+33 6.18492153e+33],[2.68974767e+26 6.24739548e+26],1e+30,[ 2.15215232e-16 -2.07094583e-15],[ 2.15215232e-46 -2.07094583e-45]
[-6.69944799e+32  2.34441299e+33],[-6.76711919e+25  2.36809393e+26],1e+30,[-2.73890370e-15 -6.97965063e-15],[-2.73890370e-45 -6.97965063e-45]
[ 7.60589183e+32 -2.68983820e+33],[ 7.68271901e+25 -2.71700828e+26],1e+30,[-1.91943220e-15  2.65045774e-15],[-1.91943220e-45  2.65045774e-45]
[ 2.87876150e+33 -2.20848055e+32],[ 2.90783990e+26 -2.23078843e+25],1e+30,[ 8.08613997e-14 -3.69669607e-14],[ 8.08613997e-44 -3.69669607e-44]
[1.65259103e+33 1.17256072e+32],[1.66928387e+26 1.18440477e+25],1e+30,[-3.02526289e-15  8.77264599e-16],[-3.02526289e-45  8.77264599e-46]
[-3.11191984e+33 -7.71158935e+32],[-3.14335337e+26 -7.78948418e+25],1e+30,[-6.98945006e-15 -2.94465706e-15],[-6.98945006e-45 -2.94465706e-45]
[-5.21239600e+33  4.53182418e+33],[-5.26504647e+26  4.57760018e+26],1e+30,[ 1.07406798e-15 -5.69735820e-16],[ 1.07406798e-45 -5.69735820e-46]
[4.37383217e+34 2.75595791e+34],[4.41801229e+27 2.78379586e+27],1e+30,[-2.08153594e-17 -1.32491501e-17],[-2.08153594e-47 -1.32491501e-47]
[4.48102947e+32 2.36910435e+33],[4.52629239e+25 2.39303469e+26],1e+30,[-1.30150164e-15 -3.49652207e-15],[-1.30150164e-45 -3.49652207e-45]
[-2.20486325e+33  6.11340862e+32],[-2.22713460e+26  6.17516022e+25],1e+30,[ 9.77056070e-15 -3.89660839e-15],[ 9.77056070e-45 -3.89660839e-45]
[-1.42053011e+34  1.04714331e+34],[-1.43487889e+27  1.05772051e+27],1e+30,[1.73726030e-16 2.99498796e-18],[1.73726030e-46 2.99498796e-48]
[-1.88304194e+35 -1.98892325e+35],[-1.90206257e+28 -2.00901338e+28],1e+30,[6.18397425e-19 6.56290960e-19],[6.18397425e-49 6.56290960e-49]
[-4.48019333e+33 -1.20582811e+33],[-4.52544781e+26 -1.21800819e+26],1e+30,[4.65676063e-16 2.99475873e-16],[4.65676063e-46 2.99475873e-46]
[-7.02240550e+33 -4.01384811e+33],[-7.09333889e+26 -4.05439203e+26],1e+30,[ 1.09033999e-15 -8.93772468e-17],[ 1.09033999e-45 -8.93772468e-47]
[-3.59507035e+34 -4.20823538e+33],[-3.63138419e+27 -4.25074281e+26],1e+30,[4.96882096e-17 6.68943532e-18],[4.96882096e-47 6.68943532e-48]
[6.84412066e+33 8.90471730e+32],[6.91325319e+26 8.99466394e+25],1e+30,[-1.59095857e-15 -1.08980147e-15],[-1.59095857e-45 -1.08980147e-45]
[ 4.56716443e+34 -2.85568392e+33],[ 4.6132974e+27 -2.8845292e+26],1e+30,[-7.02030924e-17  2.45595187e-17],[-7.02030924e-47  2.45595187e-47]
[5.92609453e+33 2.74474700e+33],[5.98595407e+26 2.77247172e+26],1e+30,[-1.65805397e-15 -1.52978955e-15],[-1.65805397e-45 -1.52978955e-45]
[ 2.41290503e+33 -2.21414678e+33],[ 2.43727781e+26 -2.23651190e+26],1e+30,[ 1.08658715e-14 -7.82404953e-15],[ 1.08658715e-44 -7.82404953e-45]
