position,mass,velocity
[1.26053711e+34 1.73721058e+33],1e+30,[1.27973311e+27 1.76366557e+26]
[-1.63320887e+32  8.12919966e+32],1e+30,[-1.65808008e+25  8.25299458e+25]
[1.60895525e+34 2.52620786e+33],1e+30,[1.63345710e+27 2.56467804e+26]
[8.30547804e+32 4.84894918e+33],1e+30,[8.43195740e+25 4.92279104e+26]
[-3.30300759e+34  1.49450046e+34],1e+30,[-3.35330719e+27  1.51725935e+27]
[ 4.50418168e+33 -2.65976637e+32],1e+30,[ 4.57277327e+26 -2.70027043e+25]
[-7.72921671e+32 -1.10491586e+33],1e+30,[-7.84692051e+25 -1.12174199e+26]
[ 3.19421614e+33 -4.99235733e+32],1e+30,[ 3.24285902e+26 -5.06838308e+25]
[ 2.34081641e+33 -2.12074406e+33],1e+30,[ 2.37646336e+26 -2.15303965e+26]
[-7.60328497e+32  1.18380311e+34],1e+30,[-7.71907103e+25  1.20183057e+27]
[-1.21044849e+33 -3.02806081e+33],1e+30,[-1.22888172e+26 -3.07417341e+26]
[-1.17937489e+33  1.77346247e+33],1e+30,[-1.19733491e+26  1.80046951e+26]
[ 6.06892910e+34 -3.20668766e+34],1e+30,[ 6.16134935e+27 -3.25552047e+27]
[4.71230977e+33 3.48150415e+33],1e+30,[4.78407083e+26 3.53452198e+26]
[ 8.31384914e+32 -1.24750605e+33],1e+30,[ 8.44045598e+25 -1.26650360e+26]
[ 2.47459878e+33 -1.94514142e+33],1e+30,[ 2.51228303e+26 -1.97476286e+26]
[-1.36918029e+33 -2.23180682e+33],1e+30,[-1.39003075e+26 -2.26579372e+26]
[-1.16938976e+34  5.16213174e+33],1e+30,[-1.18719773e+27  5.24074288e+26]
[-1.93955009e+33  1.18237672e+33],1e+30,[-1.96908638e+26  1.20038246e+26]
[-4.23445639e+33 -6.75405570e+32],1e+30,[-4.29894050e+26 -6.85690934e+25]
[-1.54821166e+33 -1.16317443e+33],1e+30,[-1.57178849e+26 -1.18088774e+26]
[1.57082139e+32 4.18737104e+32],1e+30,[1.59474253e+25 4.25113812e+25]
[-6.65764071e+32  9.27592755e+32],1e+30,[-6.75902610e+25  9.41718533e+25]
[-1.26052668e+33  3.04515930e+31],1e+30,[-1.27972252e+26  3.09153229e+24]
[-4.41527242e+33 -5.57604690e+33],1e+30,[-4.48251007e+26 -5.66096132e+26]
[-2.15391699e+34  1.15375917e+34],1e+30,[-2.18671775e+27  1.17132911e+27]
[3.20456920e+33 1.15126836e+33],1e+30,[3.25336975e+26 1.16880036e+26]
[-1.15442388e+34  4.59594791e+33],1e+30,[-1.17200394e+27  4.66593696e+26]
[ 1.61700498e+34 -1.08983048e+34],1e+30,[ 1.64162943e+27 -1.10642689e+27]
[4.42495827e+32 3.33630773e+33],1e+30,[4.49234343e+25 3.38711444e+26]
[1.04309049e+33 8.12265919e+33],1e+30,[1.05897512e+26 8.24635451e+26]
[-3.38812233e+33 -5.18459601e+33],1e+30,[-3.43971810e+26 -5.26354925e+26]
[4.51716034e+33 2.12447035e+33],1e+30,[4.58594959e+26 2.15682269e+26]
[-1.08079049e+32 -8.62426578e+32],1e+30,[-1.09724923e+25 -8.75559977e+25]
[3.56130540e+33 3.91004592e+33],1e+30,[3.61553848e+26 3.96958977e+26]
[-3.68471525e+33  1.60515555e+33],1e+30,[-3.74082767e+26  1.62959954e+26]
[-5.26510605e+33  1.86302182e+33],1e+30,[-5.34528533e+26  1.89139272e+26]
[4.44179046e+34 9.97136286e+34],1e+30,[4.50943194e+27 1.01232110e+28]
[ 7.30733092e+32 -1.38842829e+33],1e+30,[ 7.41861007e+25 -1.40957186e+26]
[ 1.23476484e+33 -1.98285783e+33],1e+30,[ 1.25356836e+26 -2.01305363e+26]
[-2.47962285e+31 -3.86871438e+33],1e+30,[-2.51738360e+24 -3.92762881e+26]
[-4.03593667e+32  3.01543113e+33],1e+30,[-4.09739764e+25  3.06135140e+26]
[ 6.74872224e+33 -1.57681017e+33],1e+30,[ 6.85149466e+26 -1.60082251e+26]
[1.25191293e+34 9.53901883e+33],1e+30,[1.27097760e+27 9.68428308e+26]
[ 5.35056808e+33 -2.50749747e+33],1e+30,[ 5.43204881e+26 -2.54568271e+26]
[-1.54434060e+33  3.91803715e+33],1e+30,[-1.56785848e+26  3.97770269e+26]
[ 9.98528091e+32 -6.66415946e+33],1e+30,[ 1.01373410e+26 -6.76564412e+26]
[-5.63294073e+33  2.25349651e+33],1e+30,[-5.71872156e+26  2.28781372e+26]
[-6.39699901e+33  4.37242167e+33],1e+30,[-6.49441524e+26  4.43900677e+26]
[1.97254037e+33 1.01930290e+34],1e+30,[2.00257906e+26 1.03482528e+27]
[-9.75103656e+33  2.95988791e+33],1e+30,[-9.89952950e+26  3.00496235e+26]
[-3.75753126e+32  3.47208095e+33],1e+30,[-3.81475255e+25  3.52495528e+26]
[ 2.60111602e+35 -2.35108218e+35],1e+30,[ 2.64072692e+28 -2.38688546e+28]
[-4.14779358e+33  5.95508900e+32],1e+30,[-4.21095795e+26  6.04577564e+25]
[-4.26607054e+33 -6.53295224e+33],1e+30,[-4.33103608e+26 -6.63243883e+26]
[ 1.27780989e+33 -1.04420438e+33],1e+30,[ 1.29726892e+26 -1.06010597e+26]
[ 5.62165161e+31 -6.25610183e+33],1e+30,[ 5.70726052e+24 -6.35137242e+26]
[ 6.50623052e+32 -8.94372947e+32],1e+30,[ 6.60531017e+25 -9.07992840e+25]
[-4.52222714e+32 -1.17498611e+32],1e+30,[-4.59109355e+25 -1.19287930e+25]
[ 1.48255822e+33 -6.84742198e+32],1e+30,[ 1.50513525e+26 -6.95169744e+25]
[-1.82136587e+34 -1.12142178e+34],1e+30,[-1.84910240e+27 -1.13849926e+27]
[ 6.96118078e+33 -3.83641218e+33],1e+30,[ 7.06718861e+26 -3.89483470e+26]
[2.66288761e+33 1.23576605e+33],1e+30,[2.70343919e+26 1.25458483e+26]
[-1.95124223e+33 -3.42261042e+33],1e+30,[-1.98095658e+26 -3.47473139e+26]
[-1.72105193e+34 -3.95463193e+34],1e+30,[-1.74726085e+27 -4.01485475e+27]
[ 9.49892882e+32 -9.50737863e+33],1e+30,[ 9.64358256e+25 -9.65216105e+26]
[ 1.33231431e+33 -2.77006961e+33],1e+30,[ 1.35260336e+26 -2.81225341e+26]
[-4.82562433e+33 -3.93258016e+33],1e+30,[-4.89911099e+26 -3.99246717e+26]
[ 4.81245668e+32 -3.47001851e+33],1e+30,[ 4.88574283e+25 -3.52286144e+26]
[-7.14649479e+33  2.13574141e+33],1e+30,[-7.25532466e+26  2.16826539e+26]
[-3.21383850e+33 -3.24459358e+33],1e+30,[-3.26278020e+26 -3.29400363e+26]
[ 2.37660292e+33 -1.26826687e+33],1e+30,[ 2.41279484e+26 -1.28758058e+26]
[ 2.45902839e+33 -2.72310952e+33],1e+30,[ 2.49647552e+26 -2.76457820e+26]
[-1.76594015e+33  3.58812231e+33],1e+30,[-1.79283264e+26  3.64276377e+26]
[ 8.13221922e+33 -1.81424553e+33],1e+30,[ 8.25606012e+26 -1.84187364e+26]
[-3.15778621e+33 -2.42733771e+34],1e+30,[-3.20587433e+26 -2.46430224e+27]
[-1.04718859e+34 -1.59545044e+33],1e+30,[-1.06313563e+27 -1.61974664e+26]
[-5.29183940e+33  5.40417618e+33],1e+30,[-5.37242579e+26  5.48647328e+26]
[ 1.79024094e+33 -1.70525781e+33],1e+30,[ 1.81750349e+26 -1.73122621e+26]
[-4.37097514e+31 -7.93190520e+32],1e+30,[-4.43753821e+24 -8.05269563e+25]
[-8.49976239e+33 -1.39327604e+33],1e+30,[-8.62920040e+26 -1.41449344e+26]
[-4.11473554e+33  1.07663317e+34],1e+30,[-4.17739649e+26  1.09302860e+27]
[1.34364649e+34 1.02409956e+34],1e+30,[1.36410811e+27 1.03969499e+27]
[ 6.72280061e+32 -6.97799730e+33],1e+30,[ 6.82517829e+25 -7.08426122e+26]
[2.83586193e+33 2.34705450e+33],1e+30,[2.87904764e+26 2.38279645e+26]
[-1.73917437e+34 -1.33786038e+33],1e+30,[-1.76565926e+27 -1.35823389e+26]
[-6.09793627e+32  3.72048024e+33],1e+30,[-6.19079825e+25  3.77713730e+26]
[8.89854301e+33 4.33321184e+33],1e+30,[9.03405382e+26 4.39919983e+26]
[-1.10996515e+34  1.03685115e+34],1e+30,[-1.12686818e+27  1.05264076e+27]
[8.81197225e+32 1.03330381e+33],1e+30,[8.94616472e+25 1.04903940e+26]
[ 4.14062990e+33 -1.30501873e+33],1e+30,[ 4.20368518e+26 -1.32489211e+26]
[-1.44712879e+33  1.39873018e+33],1e+30,[-1.46916628e+26  1.42003064e+26]
[-2.74559575e+34 -1.80388320e+33],1e+30,[-2.78740685e+27 -1.83135350e+26]
[ 1.13652600e+33 -2.72869533e+33],1e+30,[ 1.15383350e+26 -2.77024906e+26]
[-5.86357877e+33  3.92787414e+33],1e+30,[-5.95287185e+26  3.98768949e+26]
[2.87361624e+32 2.00115110e+33],1e+30,[2.91737689e+25 2.03162548e+26]
[-4.45842711e+33  1.27571597e+33],1e+30,[-4.52632194e+26  1.29514312e+26]
[ 3.50471901e+33 -2.59541620e+33],1e+30,[ 3.55809037e+26 -2.63494030e+26]
[-6.00157022e+30  3.08735330e+33],1e+30,[-6.09296469e+23  3.13436883e+26]
[-3.82069606e+33  6.51154280e+32],1e+30,[-3.87887925e+26  6.61070336e+25]
[-6.73905770e+32 -3.51178714e+33],1e+30,[-6.84168295e+25 -3.56526613e+26]
[-1.29535343e+33 -3.89521693e+33],1e+30,[-1.31507963e+26 -3.95453496e+26]
[-3.85565048e+33  2.90469381e+33],1e+30,[-3.91436597e+26  2.94892773e+26]
[ 1.88341188e+34 -4.72323620e+33],1e+30,[ 1.91209328e+27 -4.79516365e+26]
[-1.64219475e+33  1.67921263e+33],1e+30,[-1.66720279e+26  1.70478439e+26]
[4.86595501e+32 1.17920937e+33],1e+30,[4.94005585e+25 1.19716688e+26]
[-3.82443938e+33 -2.58171282e+33],1e+30,[-3.88267957e+26 -2.62102825e+26]
[-2.50493099e+32  4.61322512e+33],1e+30,[-2.54307714e+25  4.68347728e+26]
[-5.98026407e+33 -2.83877568e+33],1e+30,[-6.07133408e+26 -2.88200577e+26]
[2.45455999e+33 2.32980081e+33],1e+30,[2.49193907e+26 2.36528001e+26]
[ 1.63699517e+34 -4.16967959e+33],1e+30,[ 1.66192403e+27 -4.23317725e+26]
[ 2.65522751e+33 -6.36130635e+33],1e+30,[ 2.69566245e+26 -6.45817904e+26]
[-2.47112929e+33  5.49897351e+33],1e+30,[-2.50876071e+26  5.58271422e+26]
[ 7.46135483e+33 -4.28376969e+33],1e+30,[ 7.57497952e+26 -4.34900476e+26]
[-1.03305927e+34 -1.57333628e+35],1e+30,[-1.04879114e+27 -1.59729571e+28]
[-3.36595520e+33 -1.61293185e+32],1e+30,[-3.41721340e+26 -1.63749426e+25]
[-3.87690286e+32  1.05044720e+32],1e+30,[-3.93594199e+25  1.06644386e+25]
[1.40254229e+33 2.09514868e+33],1e+30,[1.4239008e+26 2.1270545e+26]
[-1.44546136e+34  3.18843830e+34],1e+30,[-1.46747346e+27  3.23699319e+27]
[-3.16215646e+33 -1.32052398e+33],1e+30,[-3.21031113e+26 -1.34063348e+26]
[1.17575875e+34 1.04051036e+34],1e+30,[1.19366370e+27 1.05635569e+27]
[-6.10787097e+33  5.22452935e+33],1e+30,[-6.20088423e+26  5.30409071e+26]
[-1.41806490e+32  6.09776872e+33],1e+30,[-1.43965980e+25  6.19062814e+26]
[ 3.65192222e+33 -1.44301500e+33],1e+30,[ 3.70753525e+26 -1.46498985e+26]
[1.41003935e+34 1.52060893e+33],1e+30,[1.43151203e+27 1.54376541e+26]
[-9.35809301e+32  6.71915623e+33],1e+30,[-9.50060204e+25  6.82147841e+26]
[-2.70580409e+33  3.41490216e+32],1e+30,[-2.74700923e+26  3.46690574e+25]
[ 1.05898863e+34 -1.99000084e+33],1e+30,[ 1.07511536e+27 -2.02030542e+26]
[-6.92507248e+33  5.38594439e+33],1e+30,[-7.03053043e+26  5.46796385e+26]
[-3.00951605e+32  4.14674451e+33],1e+30,[-3.05534625e+25  4.20989291e+26]
[-1.40285043e+35 -1.25560895e+34],1e+30,[-1.42421364e+28 -1.27472990e+27]
[-1.42283253e+33  7.07748443e+33],1e+30,[-1.44450003e+26  7.18526339e+26]
[ 2.30295345e+33 -1.11970096e+33],1e+30,[ 2.33802380e+26 -1.13675225e+26]
[ 6.64409752e+32 -5.65381034e+32],1e+30,[ 6.74527667e+25 -5.73990897e+25]
[-3.74100157e+34  3.23135406e+34],1e+30,[-3.79797114e+27  3.28056250e+27]
[1.68249670e+34 3.74861224e+34],1e+30,[1.70811848e+27 3.80569771e+27]
[-2.36230268e+34 -3.61752510e+33],1e+30,[-2.39827683e+27 -3.67261432e+26]
[-5.34207795e+32 -3.33961777e+33],1e+30,[-5.42342939e+25 -3.39047490e+26]
[-4.75059903e+33  1.66217962e+33],1e+30,[-4.82294318e+26  1.68749200e+26]
[-3.74943655e+33  1.61314974e+33],1e+30,[-3.80653457e+26  1.63771547e+26]
[-1.05738907e+32 -4.76674370e+32],1e+30,[-1.07349144e+25 -4.83933370e+25]
[ 3.05890150e+33 -3.77704928e+33],1e+30,[ 3.10548376e+26 -3.83456780e+26]
[-2.42592178e+33  3.88146233e+33],1e+30,[-2.46286475e+26  3.94057090e+26]
[-4.03919790e+33  1.77812194e+33],1e+30,[-4.10070853e+26  1.80519994e+26]
[-3.96699648e+33  6.09016867e+32],1e+30,[-4.02740759e+26  6.18291236e+25]
[-3.55924002e+32 -8.71749596e+32],1e+30,[-3.61344164e+25 -8.85024971e+25]
[1.32242877e+32 4.42544322e+32],1e+30,[1.34256728e+25 4.49283576e+25]
[-1.20468329e+32 -5.43444580e+33],1e+30,[-1.22302872e+25 -5.51720386e+26]
[ 2.59840025e+33 -1.63139253e+32],1e+30,[ 2.63796980e+26 -1.65623607e+25]
[-3.10981288e+33 -5.38490551e+32],1e+30,[-3.15717044e+26 -5.46690914e+25]
[ 1.22629127e+33 -1.20896536e+34],1e+30,[ 1.24496575e+26 -1.22737600e+27]
[-3.86337806e+33  2.24721893e+33],1e+30,[-3.92221123e+26  2.28144054e+26]
[ 7.54202959e+31 -2.78262803e+33],1e+30,[ 7.65688283e+24 -2.82500308e+26]
[1.33077538e+33 2.62908668e+33],1e+30,[1.35104100e+26 2.66912353e+26]
[1.05814867e+33 2.98820989e+33],1e+30,[1.07426261e+26 3.03371563e+26]
[-3.50179388e+33 -3.21841133e+33],1e+30,[-3.55512069e+26 -3.26742267e+26]
[-9.15026785e+33 -3.79722742e+33],1e+30,[-9.28961203e+26 -3.85505322e+26]
[-2.48988530e+33 -7.54508944e+32],1e+30,[-2.52780233e+26 -7.65998928e+25]
[-1.31399348e+32  4.13585723e+33],1e+30,[-1.33400353e+25  4.19883982e+26]
[-1.09325682e+34 -4.03224713e+33],1e+30,[-1.10990540e+27 -4.09365191e+26]
[-1.88755870e+33 -8.43064225e+33],1e+30,[-1.91630325e+26 -8.55902766e+26]
[-3.75504180e+33 -5.32654872e+33],1e+30,[-3.81222518e+26 -5.40766368e+26]
[7.76259975e+32 3.33089728e+32],1e+30,[7.88081192e+25 3.38162161e+25]
[4.34814206e+33 8.94404959e+32],1e+30,[4.41435742e+26 9.08025339e+25]
[ 2.75719116e+33 -5.52292702e+33],1e+30,[ 2.79917884e+26 -5.60703251e+26]
[ 3.95781639e+34 -3.25815651e+34],1e+30,[ 4.01808771e+27 -3.30777311e+27]
[ 2.00033489e+33 -4.81909431e+33],1e+30,[ 2.03079684e+26 -4.89248153e+26]
[3.19219884e+33 1.27324254e+33],1e+30,[3.24081101e+26 1.29263202e+26]
[-1.96586364e+34  8.74760542e+33],1e+30,[-1.99580065e+27  8.88081769e+26]
[1.67756301e+33 2.31835537e+33],1e+30,[1.70310965e+26 2.35366027e+26]
[-6.19647522e+33 -4.39442933e+31],1e+30,[-6.29083779e+26 -4.46134957e+24]
[2.97929906e+33 1.01309443e+33],1e+30,[3.02466910e+26 1.02852227e+26]
[8.67599632e+32 7.39077941e+32],1e+30,[8.80811809e+25 7.50332935e+25]
[2.64727617e+32 4.52589260e+33],1e+30,[2.68759002e+25 4.59481482e+26]
[-2.20859172e+33 -8.00164492e+31],1e+30,[-2.24222510e+26 -8.12349739e+24]
[ 8.30843727e+33 -9.72871209e+33],1e+30,[ 8.43496170e+26 -9.87686506e+26]
[5.68251753e+32 1.14316366e+33],1e+30,[5.76905333e+25 1.16057224e+26]
[-1.60487094e+33 -1.18880860e+32],1e+30,[-1.62931060e+26 -1.20691228e+25]
[ 5.68742212e+33 -7.53083233e+32],1e+30,[ 5.77403261e+26 -7.64551506e+25]
[ 2.51699330e+33 -1.28111649e+33],1e+30,[ 2.55532314e+26 -1.30062588e+26]
[7.29370156e+33 8.63540192e+33],1e+30,[7.40477316e+26 8.76690550e+26]
[2.54275244e+33 2.85479219e+31],1e+30,[2.58147456e+26 2.89826618e+24]
[-1.75986035e+33 -1.74060981e+33],1e+30,[-1.78666026e+26 -1.76711656e+26]
[-2.50309505e+33 -8.69258000e+32],1e+30,[-2.54121325e+26 -8.82495431e+25]
[ 1.43141596e+33 -4.42397210e+33],1e+30,[ 1.45321418e+26 -4.49134223e+26]
[ 7.00968794e+32 -2.20959205e+33],1e+30,[ 7.11643446e+25 -2.24324066e+26]
[-1.56855384e+34 -4.15590947e+34],1e+30,[-1.59244045e+27 -4.21919743e+27]
[-1.02514763e+33 -2.63211160e+33],1e+30,[-1.04075902e+26 -2.67219452e+26]
[7.91739854e+32 8.43688799e+32],1e+30,[8.03796807e+25 8.56536852e+25]
[-4.63893389e+34 -3.66362172e+34],1e+30,[-4.70957756e+27 -3.71941291e+27]
[-6.91593797e+33  5.55764633e+33],1e+30,[-7.02125683e+26  5.64228053e+26]
[-2.65018007e+33  5.55731001e+33],1e+30,[-2.69053815e+26  5.64193910e+26]
[-1.50129173e+33 -4.53985407e+33],1e+30,[-1.52415404e+26 -4.60898890e+26]
[-2.40889629e+33  1.21369542e+34],1e+30,[-2.44557999e+26  1.23217809e+27]
[2.13159687e+33 6.42564064e+32],1e+30,[2.16405774e+26 6.52349303e+25]
[ 2.43996772e+33 -9.54268264e+31],1e+30,[ 2.47712459e+26 -9.68800268e+24]
[-2.54700059e+33  3.93010499e+33],1e+30,[-2.5857874e+26  3.9899543e+26]
[8.06083082e+33 7.77633758e+32],1e+30,[8.18358459e+26 7.89475896e+25]
[ 1.27469159e+33 -5.59221576e+32],1e+30,[ 1.29410314e+26 -5.67737641e+25]
[-9.86396092e+32  2.44930185e+33],1e+30,[-1.00141735e+26  2.48660086e+26]
[-2.10036805e+33 -2.17426240e+33],1e+30,[-2.13235335e+26 -2.20737300e+26]
[ 1.98343476e+33 -1.69191988e+33],1e+30,[ 2.01363935e+26 -1.71768516e+26]
[8.76361936e+32 1.47318091e+33],1e+30,[8.89707550e+25 1.49561513e+26]
[7.68612533e+31 5.19905460e+33],1e+30,[7.80317292e+24 5.27822802e+26]
[1.82749115e+34 5.82086872e+33],1e+30,[1.85532097e+27 5.90951139e+26]
[ 2.76835199e+31 -6.99598853e+32],1e+30,[ 2.81050964e+24 -7.10252643e+25]
[6.88594568e+33 3.83898598e+33],1e+30,[6.99080780e+26 3.89744769e+26]
[ 1.31754292e+33 -1.56140097e+33],1e+30,[ 1.33760703e+26 -1.58517865e+26]
[ 3.67801866e+33 -1.73113942e+33],1e+30,[ 3.73402910e+26 -1.75750195e+26]
[1.33066197e+33 2.41110415e+33],1e+30,[1.35092585e+26 2.44782147e+26]
[-1.88161674e+32  4.68696420e+33],1e+30,[-1.91027081e+25  4.75833929e+26]
[ 2.04237093e+33 -4.85608774e+31],1e+30,[ 2.07347302e+26 -4.93003832e+24]
[-9.16966956e+32 -3.19047675e+33],1e+30,[-9.30930920e+25 -3.23906269e+26]
[-3.71884979e+33 -3.39942857e+33],1e+30,[-3.77548202e+26 -3.45119652e+26]
[1.18568010e+33 2.97227565e+33],1e+30,[1.20373615e+26 3.01753873e+26]
[ 1.46856675e+33 -3.94478763e+32],1e+30,[ 1.49093071e+26 -4.00486054e+25]
[1.12676436e+33 4.69732984e+32],1e+30,[1.14392321e+26 4.76886278e+25]
[ 2.53818527e+33 -7.83971430e+31],1e+30,[ 2.57683784e+26 -7.95910081e+24]
[-1.52622002e+33 -2.45043834e+33],1e+30,[-1.54946195e+26 -2.48775466e+26]
[7.49732994e+32 2.00659826e+32],1e+30,[7.61150247e+25 2.03715559e+25]
[ 9.74497368e+32 -3.37300149e+33],1e+30,[ 9.8933743e+25 -3.4243670e+26]
[ 9.16001508e+33 -1.01591666e+34],1e+30,[ 9.29950770e+26 -1.03138747e+27]
[-4.92172656e+33 -9.09220017e+32],1e+30,[-4.99667671e+26 -9.23066008e+25]
[-2.70064064e+34 -3.12575945e+34],1e+30,[-2.74176715e+27 -3.17335984e+27]
[-1.69472694e+33  2.94734992e+33],1e+30,[-1.72053497e+26  2.99223342e+26]
[-6.68251629e+33  1.63628679e+33],1e+30,[-6.78428050e+26  1.66120487e+26]
[ 8.29417108e+33 -3.82161745e+33],1e+30,[ 8.42047825e+26 -3.87981467e+26]
[-1.61023527e+33  1.46135703e+33],1e+30,[-1.63475662e+26  1.48361120e+26]
[7.55015498e+32 1.74599486e+33],1e+30,[7.66513196e+25 1.77258361e+26]
[ 8.58490642e+32 -2.36637456e+33],1e+30,[ 8.71564103e+25 -2.40241072e+26]
[-2.42268134e+33 -1.00637424e+33],1e+30,[-2.45957496e+26 -1.02169974e+26]
[-1.79180004e+34 -1.15790776e+34],1e+30,[-1.81908633e+27 -1.17554087e+27]
[-9.04336338e+33  1.39014910e+33],1e+30,[-9.18107957e+26  1.41131888e+26]
[-3.91875394e+33 -2.57677919e+33],1e+30,[-3.97843039e+26 -2.61601948e+26]
[-2.19291816e+33 -1.93817718e+33],1e+30,[-2.22631285e+26 -1.96769257e+26]
[ 1.98675734e+34 -1.22212977e+34],1e+30,[ 2.01701253e+27 -1.24074089e+27]
[ 1.26857629e+33 -2.49801151e+33],1e+30,[ 1.28789471e+26 -2.53605229e+26]
[-5.36766038e+33 -1.77913224e+33],1e+30,[-5.44940140e+26 -1.80622562e+26]
[-8.81532206e+32  8.71052820e+32],1e+30,[-8.94956554e+25  8.84317584e+25]
[-3.87081963e+32  3.05064002e+32],1e+30,[-3.92976612e+25  3.09709647e+25]
[4.09616202e+33 1.44103301e+32],1e+30,[4.15854012e+26 1.46297768e+25]
[-1.37709998e+33  2.04785328e+33],1e+30,[-1.39807104e+26  2.07903887e+26]
[-2.12057035e+33 -2.50841873e+33],1e+30,[-2.1528633e+26 -2.5466180e+26]
[1.22665822e+33 8.05929189e+32],1e+30,[1.24533829e+26 8.18202223e+25]
[-9.4109597e+32 -2.0963555e+33],1e+30,[-9.55427381e+25 -2.12827970e+26]
[ 5.41847463e+32 -1.23276284e+34],1e+30,[ 5.50098948e+25 -1.25153588e+27]
[-3.82393182e+33  5.45669409e+33],1e+30,[-3.88216428e+26  5.53979096e+26]
[ 3.82789731e+33 -4.61313697e+33],1e+30,[ 3.88619016e+26 -4.68338779e+26]
[7.50237583e+32 9.72926014e+32],1e+30,[7.61662521e+25 9.87742146e+25]
[ 2.77557542e+33 -2.02832624e+33],1e+30,[ 2.81784307e+26 -2.05921446e+26]
[-4.17564144e+32 -2.57734605e+33],1e+30,[-4.23922989e+25 -2.61659498e+26]
[5.19790783e+33 9.53650551e+33],1e+30,[5.27706378e+26 9.68173149e+26]
[-1.93001726e+34 -7.12683947e+32],1e+30,[-1.95940839e+27 -7.23537002e+25]
[ 1.19688816e+33 -4.69082241e+33],1e+30,[ 1.21511488e+26 -4.76225626e+26]
[1.36037101e+33 1.72316518e+34],1e+30,[1.38108732e+26 1.74940628e+27]
[1.04466141e+33 1.26996283e+33],1e+30,[1.06056996e+26 1.28930237e+26]
[-3.36043350e+34  2.04477596e+34],1e+30,[-3.41160761e+27  2.07591468e+27]
[ 1.03370286e+33 -6.92111888e+32],1e+30,[ 1.04944453e+26 -7.02651663e+25]
[2.92813889e+33 1.00139419e+33],1e+30,[2.97272984e+26 1.01664385e+26]
[-1.47059207e+35 -4.54949485e+34],1e+30,[-1.49298687e+28 -4.61877649e+27]
[ 4.85641453e+32 -7.76796967e+32],1e+30,[ 4.93037008e+25 -7.88626362e+25]
[-7.61839989e+31  5.06366551e+33],1e+30,[-7.73441613e+24  5.14077717e+26]
[-5.98905278e+33 -9.02877336e+33],1e+30,[-6.08025663e+26 -9.16626737e+26]
[-3.35557550e+33 -3.39656591e+33],1e+30,[-3.40667564e+26 -3.44829026e+26]
[9.87298288e+32 5.15226711e+32],1e+30,[1.00233329e+26 5.23072803e+25]
[-1.43656409e+33  8.88695412e+31],1e+30,[-1.45844070e+26  9.02228845e+24]
[2.38917913e+34 3.35296198e+34],1e+30,[2.42556257e+27 3.40402232e+27]
[-3.72720668e+33 -8.80629987e+33],1e+30,[-3.78396618e+26 -8.94040596e+26]
[-1.14895262e+33  4.34708714e+33],1e+30,[-1.16644936e+26  4.41328644e+26]
[ 4.69351249e+33 -2.71422413e+33],1e+30,[ 4.76498730e+26 -2.75555749e+26]
[1.99830949e+32 1.23620500e+33],1e+30,[2.02874060e+25 1.25503046e+26]
[-6.13092231e+33 -2.16516448e+33],1e+30,[-6.22428661e+26 -2.19813652e+26]
[1.05868897e+33 2.81574581e+33],1e+30,[1.07481114e+26 2.85862518e+26]
[-2.64493580e+33  8.25876359e+33],1e+30,[-2.68521401e+26  8.38453156e+26]
[1.22116187e+35 1.49266771e+35],1e+30,[1.23975824e+28 1.51539869e+28]
[-3.81941894e+33  1.87709848e+33],1e+30,[-3.87758268e+26  1.90568374e+26]
[1.73111731e+33 3.69048654e+33],1e+30,[1.75747950e+26 3.74668684e+26]
[ 2.04767377e+34 -1.31217620e+34],1e+30,[ 2.07885662e+27 -1.33215858e+27]
[3.57594410e+33 3.43549356e+33],1e+30,[3.63040010e+26 3.48781072e+26]
[2.88984941e+31 4.85141656e+33],1e+30,[2.93385727e+24 4.92529600e+26]
[-1.82602891e+33 -1.61049305e+33],1e+30,[-1.85383646e+26 -1.63501833e+26]
[ 1.59779057e+35 -5.24380644e+34],1e+30,[ 1.62212240e+28 -5.32366136e+27]
[1.53539837e+34 7.56693407e+33],1e+30,[1.55878007e+27 7.68216657e+26]
[-2.81062484e+33  2.07899471e+32],1e+30,[-2.85342623e+26  2.11065453e+25]
[-5.67993216e+33  7.97728436e+33],1e+30,[-5.76642858e+26  8.09876585e+26]
[3.39290169e+33 1.96957401e+33],1e+30,[3.44457024e+26 1.99956753e+26]
[2.80445313e+33 1.87245864e+33],1e+30,[2.84716054e+26 1.90097324e+26]
[ 4.51530999e+34 -1.91629015e+34],1e+30,[ 4.58407106e+27 -1.94547223e+27]
[-4.09507798e+33 -4.82460426e+33],1e+30,[-4.15743957e+26 -4.89807540e+26]
[-2.17507729e+33 -3.24409806e+31],1e+30,[-2.20820030e+26 -3.29350057e+24]
[3.90285954e+33 6.20225707e+32],1e+30,[3.96229395e+26 6.29670768e+25]
[ 1.10977091e+34 -6.39835887e+33],1e+30,[ 1.12667097e+27 -6.49579580e+26]
[-8.23319665e+33  3.26386642e+33],1e+30,[-8.35857528e+26  3.31356997e+26]
[ 6.10331023e+34 -2.85950562e+33],1e+30,[ 6.19625404e+27 -2.90305139e+26]
[-1.20081541e+34 -6.22340301e+33],1e+30,[-1.21910194e+27 -6.31817564e+26]
[-1.86229615e+33 -1.81697606e+33],1e+30,[-1.89065599e+26 -1.84464575e+26]
[-2.07894721e+34 -3.12763134e+34],1e+30,[-2.11060631e+27 -3.17526024e+27]
