position,mass,velocity
[ 1.88513193e+33 -1.46016668e+33],1e+30,[ 1.91383952e+26 -1.48240272e+26]
[4.16477850e+33 1.94046735e+33],1e+30,[4.22820153e+26 1.97001761e+26]
[-4.45089573e+32 -9.47875262e+32],1e+30,[-4.51867587e+25 -9.62309911e+25]
[-5.64939082e+33 -2.19892301e+33],1e+30,[-5.73542216e+26 -2.23240914e+26]
[-2.03346225e+33 -2.67005594e+33],1e+30,[-2.06442869e+26 -2.71071669e+26]
[1.86488724e+33 3.79591752e+33],1e+30,[1.89328654e+26 3.85372337e+26]
[-2.97314333e+33 -2.65017789e+34],1e+30,[-3.01841962e+26 -2.69053593e+27]
[ 2.04561498e+33 -2.83152120e+33],1e+30,[ 2.07676648e+26 -2.87464081e+26]
[2.04679674e+33 6.46700929e+32],1e+30,[2.07796624e+26 6.56549166e+25]
[-2.26299032e+33  2.22778757e+33],1e+30,[-2.29745210e+26  2.26171327e+26]
[ 2.15235299e+33 -1.70046249e+32],1e+30,[ 2.18512994e+26 -1.72635785e+25]
[ 7.61316095e+33 -1.83678241e+34],1e+30,[ 7.72909741e+26 -1.86475372e+27]
[ 4.66460076e+33 -5.04861844e+33],1e+30,[ 4.73563529e+26 -5.12550095e+26]
[ 1.94843956e+33 -1.58244426e+33],1e+30,[ 1.97811123e+26 -1.60654240e+26]
[-1.80294036e+34 -4.11681852e+34],1e+30,[-1.83039631e+27 -4.17951119e+27]
[ 1.50288360e+34 -2.21080797e+34],1e+30,[ 1.52577015e+27 -2.24447509e+27]
[1.13187015e+32 2.61912350e+33],1e+30,[1.14910676e+25 2.65900863e+26]
[2.79565212e+33 3.00281018e+32],1e+30,[2.83822551e+26 3.04853826e+25]
[-5.46483730e+33  6.07030544e+32],1e+30,[-5.54805817e+26  6.16274663e+25]
[-7.62901469e+33  2.44846097e+33],1e+30,[-7.74519258e+26  2.48574717e+26]
[5.62807842e+33 1.83878717e+34],1e+30,[5.71378519e+26 1.86678900e+27]
[-2.21411829e+33 -1.96654597e+33],1e+30,[-2.24783582e+26 -1.99649337e+26]
[ 2.91163640e+33 -1.74519368e+33],1e+30,[ 2.95597604e+26 -1.77177024e+26]
[-1.57843884e+34 -5.95156604e+33],1e+30,[-1.60247598e+27 -6.04219902e+26]
[-4.23119373e+33 -4.78718048e+33],1e+30,[-4.29562815e+26 -4.86008171e+26]
[-1.80052223e+33  2.82893027e+33],1e+30,[-1.82794135e+26  2.87201043e+26]
[-2.01296012e+34  1.43684426e+34],1e+30,[-2.04361434e+27  1.45872514e+27]
[-2.16943390e+33 -2.14278622e+33],1e+30,[-2.20247096e+26 -2.17541748e+26]
[-8.97310160e+33  8.36757102e+33],1e+30,[-9.10974782e+26  8.49499596e+26]
[ 1.75706100e+33 -1.72868959e+33],1e+30,[ 1.78381828e+26 -1.75501481e+26]
[-2.45735461e+33  6.15266467e+32],1e+30,[-2.49477626e+26  6.24636007e+25]
[9.75487353e+32 1.51064206e+32],1e+30,[9.90342491e+25 1.53364677e+25]
[-4.64943293e+33 -3.75717801e+33],1e+30,[-4.72023648e+26 -3.81439392e+26]
[2.27168660e+33 6.02261322e+33],1e+30,[2.30628081e+26 6.11432814e+26]
[-1.98388358e+33  2.01385664e+33],1e+30,[-2.01409501e+26  2.04452451e+26]
[ 4.3540948e+33 -4.6769985e+33],1e+30,[ 4.42040081e+26 -4.74822183e+26]
[-1.01450722e+33  1.14636927e+33],1e+30,[-1.02995657e+26  1.16382667e+26]
[-3.42541598e+33  2.20754612e+33],1e+30,[-3.47757967e+26  2.24116357e+26]
[-1.47028093e+33  1.29281260e+33],1e+30,[-1.4926710e+26  1.3125001e+26]
[1.86512199e+36 6.65179667e+35],1e+30,[1.89352487e+29 6.75309306e+28]
[5.59577475e+32 3.23341286e+32],1e+30,[5.68098960e+25 3.28265265e+25]
[-2.7016729e+33 -2.1520380e+33],1e+30,[-2.74281513e+26 -2.18481015e+26]
[2.02019061e+34 9.98612727e+33],1e+30,[2.05095494e+27 1.01382003e+27]
[2.10510220e+34 3.05941496e+33],1e+30,[2.13715960e+27 3.10600503e+26]
[1.55951566e+34 2.96921349e+34],1e+30,[1.58326463e+27 3.01442994e+27]
[-8.43869081e+32  2.03654597e+32],1e+30,[-8.56719879e+25  2.06755937e+25]
[-2.29688772e+33 -2.34282149e+33],1e+30,[-2.33186570e+26 -2.37849898e+26]
[ 3.34031178e+33 -4.38404383e+32],1e+30,[ 3.39117947e+26 -4.45080592e+25]
[4.44006128e+32 8.31396285e+31],1e+30,[4.50767642e+25 8.44057142e+24]
[1.76321063e+32 1.10587786e+33],1e+30,[1.79006156e+25 1.12271864e+26]
[-3.60904777e+33  3.15436162e+33],1e+30,[-3.66400789e+26  3.20239759e+26]
[-2.02527692e+33  2.83626349e+33],1e+30,[-2.05611870e+26  2.87945532e+26]
[-1.07987983e+34  5.66918777e+33],1e+30,[-1.09632470e+27  5.75552058e+26]
[1.81633252e+33 2.83862757e+33],1e+30,[1.8439924e+26 2.8818554e+26]
[5.30628434e+34 1.17584477e+35],1e+30,[5.38709070e+27 1.19375103e+28]
[-2.63256554e+34  3.21110575e+33],1e+30,[-2.67265537e+27  3.26000584e+26]
[-2.85135358e+33 -7.88055145e+33],1e+30,[-2.89477521e+26 -8.00055985e+26]
[ 6.10806037e+33 -1.79875732e+33],1e+30,[ 6.20107652e+26 -1.82614956e+26]
[-1.25584256e+34  3.43449014e+33],1e+30,[-1.27496706e+27  3.48679202e+26]
[-7.04481445e+32  6.02894867e+32],1e+30,[-7.15209589e+25  6.12076007e+25]
[-1.66830240e+33  1.93926493e+32],1e+30,[-1.69370802e+26  1.96879688e+25]
[ 1.05549351e+33 -1.45429611e+33],1e+30,[ 1.07156701e+26 -1.47644276e+26]
[ 2.58805039e+33 -6.28987722e+32],1e+30,[ 2.62746232e+26 -6.38566215e+25]
[ 1.92532012e+33 -4.86253633e+33],1e+30,[ 1.95463972e+26 -4.93658511e+26]
[ 4.73676744e+33 -2.84122095e+32],1e+30,[ 4.80890095e+26 -2.88448828e+25]
[-2.13388647e+33 -6.19876760e+33],1e+30,[-2.16638220e+26 -6.29316508e+26]
[ 1.14447038e+33 -2.64510625e+32],1e+30,[ 1.16189886e+26 -2.68538706e+25]
[1.91918921e+33 3.47164124e+33],1e+30,[1.94841544e+26 3.52450888e+26]
[-6.07339589e+33  6.24393700e+33],1e+30,[-6.16588415e+26  6.33902234e+26]
[-2.44253293e+32  3.15033007e+33],1e+30,[-2.47972886e+25  3.19830464e+26]
[4.59952124e+33 4.69321324e+33],1e+30,[4.66956471e+26 4.76468350e+26]
[3.95492328e+33 2.73009175e+32],1e+30,[4.01515054e+26 2.77166675e+25]
[-9.63354794e+33  2.15098216e+34],1e+30,[-9.78025171e+26  2.18373823e+27]
[1.80499570e+33 5.04795709e+33],1e+30,[1.83248295e+26 5.12482954e+26]
[1.31504495e+33 6.11840575e+32],1e+30,[1.33507102e+26 6.21157945e+25]
[ 8.84665201e+32 -9.47140087e+32],1e+30,[ 8.9813726e+25 -9.6156354e+25]
[5.85613803e+32 2.88662666e+32],1e+30,[5.94531780e+25 2.93058544e+25]
[-1.99762579e+34 -2.27810557e+34],1e+30,[-2.02804649e+27 -2.31279753e+27]
[5.63183972e+33 2.88871815e+33],1e+30,[5.71760378e+26 2.93270878e+26]
[5.03875433e+32 2.19634727e+33],1e+30,[5.11548663e+25 2.22979418e+26]
[-6.30243357e+33 -1.46491163e+33],1e+30,[-6.39840971e+26 -1.48721993e+26]
[ 2.15413825e+33 -1.84052284e+31],1e+30,[ 2.18694238e+26 -1.86855111e+24]
[1.00302389e+33 2.23714932e+33],1e+30,[1.01829837e+26 2.27121758e+26]
[ 3.02558079e+33 -1.66673015e+33],1e+30,[ 3.07165562e+26 -1.69211182e+26]
[ 1.74923585e+34 -2.06853008e+34],1e+30,[ 1.77587396e+27 -2.10003053e+27]
[ 2.57559185e+33 -7.27773046e+32],1e+30,[ 2.61481406e+26 -7.38855884e+25]
[3.74739341e+33 2.32400851e+32],1e+30,[3.80446031e+26 2.35939950e+25]
[1.02496589e+35 8.99595517e+33],1e+30,[1.04057451e+28 9.13294941e+26]
[1.08431661e+34 2.28039204e+33],1e+30,[1.10082904e+27 2.31511882e+26]
[ 4.10196345e+33 -3.72572105e+32],1e+30,[ 4.16442990e+26 -3.78245792e+25]
[-7.69539789e+32 -4.77065193e+33],1e+30,[-7.81258669e+25 -4.84330145e+26]
[-9.51173743e+32 -5.01404051e+33],1e+30,[-9.65658622e+25 -5.09039646e+26]
[-9.00843153e+33 -2.74273937e+33],1e+30,[-9.14561577e+26 -2.78450698e+26]
[ 9.60786603e+34 -4.84000055e+34],1e+30,[ 9.75417871e+27 -4.91370614e+27]
[-1.27306512e+33  1.61744347e+33],1e+30,[-1.29245190e+26  1.64207459e+26]
[1.41942354e+33 2.52328816e+34],1e+30,[1.44103912e+26 2.56171387e+27]
[-1.88047996e+33  5.16940250e+33],1e+30,[-1.90911672e+26  5.24812436e+26]
[-3.02218525e+33 -1.06636965e+33],1e+30,[-3.06820838e+26 -1.08260878e+26]
[-2.59424798e+34 -1.71987076e+33],1e+30,[-2.63375430e+27 -1.74606168e+26]
[ 2.28942612e+33 -2.15831525e+33],1e+30,[ 2.32429048e+26 -2.19118299e+26]
[-2.2115402e+32  5.2344829e+33],1e+30,[-2.24521848e+25  5.31419584e+26]
[1.43975249e+33 2.29905384e+32],1e+30,[1.46167765e+26 2.33406481e+25]
[-9.82013957e+32 -3.16405186e+33],1e+30,[-9.96968485e+25 -3.21223539e+26]
[-3.10635442e+33 -1.85224199e+31],1e+30,[-3.15365931e+26 -1.88044872e+24]
[-5.79357309e+32 -2.25697725e+33],1e+30,[-5.88180009e+25 -2.29134746e+26]
[ 4.48862247e+32 -2.29367598e+33],1e+30,[ 4.55697713e+25 -2.32860506e+26]
[ 3.87646456e+33 -9.24028602e+32],1e+30,[ 3.93549701e+26 -9.38100104e+25]
[-1.18341698e+32  5.44606655e+33],1e+30,[-1.20143856e+25  5.52900157e+26]
[ 2.10699160e+32 -5.49364094e+32],1e+30,[ 2.13907777e+25 -5.57730044e+25]
[-4.10155685e+32  2.40235277e+33],1e+30,[-4.16401711e+25  2.43893683e+26]
[-7.76432864e+32  8.97734973e+32],1e+30,[-7.88256715e+25  9.11406064e+25]
[ 9.36709234e+33 -8.76847447e+32],1e+30,[ 9.50973842e+26 -8.90200454e+25]
[-3.06560592e+33  6.39251157e+32],1e+30,[-3.11229027e+26  6.48985946e+25]
[-2.30249954e+33  1.17824219e+29],1e+30,[-2.33756299e+26  1.19618497e+22]
[-1.49751536e+33 -2.45612793e+33],1e+30,[-1.52032016e+26 -2.49353090e+26]
[5.32459354e+33 3.80943507e+32],1e+30,[5.40567872e+26 3.86744677e+25]
[4.42208788e+33 4.72271046e+32],1e+30,[4.48942932e+26 4.79462991e+25]
[-5.42152822e+33 -3.42522970e+33],1e+30,[-5.50408957e+26 -3.47739056e+26]
[ 7.10330990e+32 -2.42881489e+33],1e+30,[ 7.21148213e+25 -2.46580192e+26]
[-2.21056496e+31  1.36456451e+33],1e+30,[-2.24422838e+24  1.38534468e+26]
[ 2.24427569e+34 -2.59600765e+34],1e+30,[ 2.27845248e+27 -2.63554076e+27]
[-2.20017658e+33 -1.28927740e+34],1e+30,[-2.23368181e+26 -1.30891107e+27]
[-1.62217449e+33 -2.05063320e+33],1e+30,[-1.64687766e+26 -2.08186112e+26]
[ 1.60024568e+33 -3.37038562e+33],1e+30,[ 1.62461490e+26 -3.42171129e+26]
[ 1.95293840e+33 -3.54927113e+33],1e+30,[ 1.98267858e+26 -3.60332095e+26]
[-3.85092536e+33  3.21286828e+33],1e+30,[-3.90956889e+26  3.26179521e+26]
[ 1.44017434e+33 -3.94370295e+33],1e+30,[ 1.46210593e+26 -4.00375934e+26]
[ 1.89160597e+33 -3.06058410e+33],1e+30,[ 1.92041216e+26 -3.10719198e+26]
[1.12203655e+34 1.37164370e+34],1e+30,[1.13912340e+27 1.39253168e+27]
[-7.46194402e+33  1.81241069e+33],1e+30,[-7.57557768e+26  1.84001086e+26]
[-2.01820032e+33  1.97963579e+33],1e+30,[-2.04893433e+26  2.00978253e+26]
[-3.41993834e+33  3.81772402e+32],1e+30,[-3.47201862e+26  3.87586195e+25]
[-3.38027815e+33  1.48462547e+34],1e+30,[-3.43175446e+26  1.50723398e+27]
[-2.92431110e+33  1.67671486e+33],1e+30,[-2.96884376e+26  1.70224859e+26]
[2.15703120e+33 2.10307238e+33],1e+30,[2.18987939e+26 2.13509886e+26]
[-4.94350241e+33  8.57229963e+33],1e+30,[-5.01878418e+26  8.70284227e+26]
[ 9.24499771e+32 -1.29083305e+33],1e+30,[ 9.38578448e+25 -1.31049041e+26]
[1.42037053e+35 1.37652904e+34],1e+30,[1.44200054e+28 1.39749141e+27]
[-3.90524490e+33  8.83917325e+32],1e+30,[-3.96471564e+26  8.97377994e+25]
[2.80563353e+33 1.84675769e+32],1e+30,[2.84835892e+26 1.87488091e+25]
[6.92494650e+33 9.43830061e+33],1e+30,[7.03040254e+26 9.58203108e+26]
[-2.81757464e+32 -1.99523288e+33],1e+30,[-2.86048187e+25 -2.02561713e+26]
[2.39791736e+33 7.67899616e+32],1e+30,[2.43443387e+26 7.79593519e+25]
[1.31764846e+33 1.39268041e+33],1e+30,[1.33771417e+26 1.41388874e+26]
[ 2.3828365e+32 -2.2608305e+33],1e+30,[ 2.41912335e+25 -2.29525939e+26]
[ 6.50283137e+32 -2.04380684e+31],1e+30,[ 6.60185926e+25 -2.07493080e+24]
[ 5.96377036e+32 -2.42898657e+33],1e+30,[ 6.05458920e+25 -2.46597621e+26]
[-8.66355381e+32  6.66987871e+32],1e+30,[-8.79548610e+25  6.77145047e+25]
[-1.67454703e+33  6.89079229e+32],1e+30,[-1.70004775e+26  6.99572821e+25]
[-1.20952925e+33  1.83385619e+33],1e+30,[-1.22794848e+26  1.86178293e+26]
[ 1.31620643e+34 -1.21019756e+33],1e+30,[ 1.33625018e+27 -1.22862697e+26]
[ 1.00784829e+35 -2.57933497e+35],1e+30,[ 1.02319623e+28 -2.61861418e+28]
[7.65271764e+33 3.16090664e+33],1e+30,[7.76925648e+26 3.20904228e+26]
[-8.32992924e+32 -2.77070105e+33],1e+30,[-8.45678096e+25 -2.81289446e+26]
[ 3.95185743e+33 -5.92010792e+32],1e+30,[ 4.01203800e+26 -6.01026184e+25]
[-4.48834663e+32 -7.80662334e+33],1e+30,[-4.55669708e+25 -7.92550593e+26]
[-3.49910071e+33 -1.42771638e+32],1e+30,[-3.55238651e+26 -1.44945826e+25]
[-1.68689378e+32  8.45840844e+32],1e+30,[-1.71258251e+25  8.58721669e+25]
[-3.21677721e+33  3.08127970e+32],1e+30,[-3.26576366e+26  3.12820275e+25]
[-1.37299818e+33  7.40486337e+33],1e+30,[-1.39390678e+26  7.51762778e+26]
[ 1.11194802e+32 -1.05433241e+33],1e+30,[ 1.12888124e+25 -1.07038824e+26]
[ 1.46182324e+33 -3.09322696e+33],1e+30,[ 1.48408451e+26 -3.14033194e+26]
[-1.57561244e+34  2.30101102e+34],1e+30,[-1.59960654e+27  2.33605180e+27]
[ 5.44239929e+33 -5.91661085e+32],1e+30,[ 5.52527847e+26 -6.00671152e+25]
[-6.42221724e+33  3.80164885e+34],1e+30,[-6.52001750e+26  3.85954198e+27]
[ 2.26498433e+33 -5.45075682e+33],1e+30,[ 2.29947648e+26 -5.53376327e+26]
[1.10314599e+33 5.21980628e+31],1e+30,[1.11994517e+26 5.29929572e+24]
[-1.75974892e+33  1.45395686e+33],1e+30,[-1.78654713e+26  1.47609834e+26]
[ 3.18159871e+33 -2.19885625e+32],1e+30,[ 3.23004945e+26 -2.23234137e+25]
[ 4.62252753e+32 -2.26427145e+33],1e+30,[ 4.69292135e+25 -2.29875274e+26]
[ 2.41998887e+33 -5.86746203e+33],1e+30,[ 2.45684149e+26 -5.95681425e+26]
[-4.31038614e+33 -2.97231431e+32],1e+30,[-4.37602654e+26 -3.01757798e+25]
[-6.32210939e+33  8.06901139e+32],1e+30,[-6.41838517e+26  8.19188974e+25]
[5.46426809e+32 2.05212274e+33],1e+30,[5.54748029e+25 2.08337334e+26]
[-2.37352194e+33 -3.00462148e+32],1e+30,[-2.40966695e+26 -3.05037714e+25]
[ 6.34908626e+32 -2.42821570e+33],1e+30,[ 6.44577286e+25 -2.46519360e+26]
[ 6.81207530e+32 -2.68819009e+33],1e+30,[ 6.91581249e+25 -2.72912699e+26]
[ 4.04547762e+33 -5.61333307e+33],1e+30,[ 4.10708388e+26 -5.69881530e+26]
[ 1.24039541e+33 -4.56042500e+32],1e+30,[ 1.25928468e+26 -4.62987310e+25]
[-3.30068339e+32  3.55093989e+33],1e+30,[-3.35094761e+25  3.60501512e+26]
[-8.6776489e+32 -3.5793315e+33],1e+30,[-8.80979584e+25 -3.63383909e+26]
[ 7.06395639e+33 -1.08763740e+34],1e+30,[ 7.17152933e+26 -1.10420041e+27]
[-6.46074577e+33 -4.08178213e+34],1e+30,[-6.55913276e+26 -4.14394125e+27]
[ 7.28222295e+32 -6.69000117e+32],1e+30,[ 7.39311975e+25 -6.79187936e+25]
[ 7.66183578e+33 -6.32431548e+33],1e+30,[ 7.77851349e+26 -6.42062486e+26]
[-9.29057778e+32  9.09457303e+33],1e+30,[-9.43205866e+25  9.23306907e+26]
[-2.14946093e+33 -5.13047274e+33],1e+30,[-2.18219384e+26 -5.20860176e+26]
[-5.83515252e+33 -1.35127538e+33],1e+30,[-5.92401271e+26 -1.37185318e+26]
[4.60115933e+32 3.08140325e+33],1e+30,[4.67122775e+25 3.12832817e+26]
[ 1.77432611e+34 -6.23515304e+33],1e+30,[ 1.80134630e+27 -6.33010461e+26]
[-4.30215595e+33 -8.12948320e+33],1e+30,[-4.36767102e+26 -8.25328244e+26]
[9.91912475e+32 1.83501073e+33],1e+30,[1.00701774e+26 1.86295505e+26]
[-3.04744900e+33 -4.99291281e+33],1e+30,[-3.09385686e+26 -5.06894701e+26]
[-2.36554221e+33 -2.73919688e+33],1e+30,[-2.40156569e+26 -2.78091054e+26]
[1.36007997e+33 1.75974253e+33],1e+30,[1.38079185e+26 1.78654064e+26]
[2.63663202e+33 2.15062779e+32],1e+30,[2.67678378e+26 2.18337847e+25]
[-5.17023546e+33 -2.26414052e+33],1e+30,[-5.24897001e+26 -2.29861982e+26]
[ 4.00080495e+33 -5.87455233e+33],1e+30,[ 4.06173091e+26 -5.96401252e+26]
[-1.26650951e+33 -1.19147105e+33],1e+30,[-1.28579646e+26 -1.20961528e+26]
[4.01303828e+33 6.23503556e+33],1e+30,[4.07415053e+26 6.32998534e+26]
[9.64120584e+33 6.97466479e+33],1e+30,[9.78802624e+26 7.08087796e+26]
[ 3.25665483e+33 -7.83208377e+32],1e+30,[ 3.30624856e+26 -7.95135409e+25]
[-2.48438000e+33  2.99003839e+33],1e+30,[-2.52221320e+26  3.03557197e+26]
[-4.75493210e+32  5.99201179e+33],1e+30,[-4.82734223e+25  6.08326070e+26]
[6.99155209e+34 3.59248382e+33],1e+30,[7.09802242e+27 3.64719170e+26]
[-5.14148555e+31  9.92267536e+31],1e+30,[-5.21978229e+24  1.00737821e+25]
[ 2.24060081e+33 -2.11903784e+33],1e+30,[ 2.27472164e+26 -2.15130745e+26]
[ 2.89294466e+33 -5.63735654e+32],1e+30,[ 2.93699965e+26 -5.72320461e+25]
[-1.22275418e+33 -2.42161333e+33],1e+30,[-1.24137480e+26 -2.45849069e+26]
[-2.94732410e+33 -2.44896935e+34],1e+30,[-2.99220720e+26 -2.48626329e+27]
[-1.68647683e+33 -3.78785812e+33],1e+30,[-1.71215922e+26 -3.84554124e+26]
[ 1.41274083e+33 -1.76733699e+33],1e+30,[ 1.43425465e+26 -1.79425075e+26]
[ 1.40204839e+33 -2.01607118e+33],1e+30,[ 1.42339938e+26 -2.04677277e+26]
[ 4.18767981e+33 -7.35981002e+32],1e+30,[ 4.25145158e+26 -7.47188835e+25]
[-4.67757033e+33 -3.75466319e+32],1e+30,[-4.74880236e+26 -3.81184080e+25]
[5.40659119e+33 1.00890044e+34],1e+30,[5.48892506e+26 1.02426440e+27]
[ 2.00063405e+33 -1.38213937e+33],1e+30,[ 2.03110055e+26 -1.40318718e+26]
[ 3.00167075e+33 -2.44024209e+33],1e+30,[ 3.04738147e+26 -2.47740314e+26]
[1.49295499e+33 2.31681034e+33],1e+30,[1.51569035e+26 2.35209172e+26]
[-1.97992076e+33  2.36104874e+33],1e+30,[-2.01007183e+26  2.39700380e+26]
[ 4.76004156e+33 -4.29081821e+32],1e+30,[ 4.83252950e+26 -4.35616062e+25]
[-2.52662252e+33 -6.69867013e+33],1e+30,[-2.56509900e+26 -6.80068033e+26]
[-1.15601403e+33  2.69658041e+34],1e+30,[-1.17361831e+26  2.73764508e+27]
[8.34377541e+32 9.91761341e+33],1e+30,[8.47083798e+25 1.00686431e+27]
[-8.18000257e+33 -8.41154221e+33],1e+30,[-8.30457114e+26 -8.53963677e+26]
[-1.09749939e+33 -9.93500310e+31],1e+30,[-1.11421257e+26 -1.00862976e+25]
[-1.13085269e+33  2.15995066e+33],1e+30,[-1.14807380e+26  2.19284331e+26]
[2.49021016e+33 3.43979552e+32],1e+30,[2.52813214e+26 3.49217819e+25]
[ 2.47139133e+33 -3.00252172e+32],1e+30,[ 2.50902673e+26 -3.04824541e+25]
[ 3.06970985e+32 -3.28440791e+33],1e+30,[ 3.11645670e+25 -3.33442428e+26]
[2.13892511e+32 2.69264835e+33],1e+30,[2.17149757e+25 2.73365315e+26]
[-9.52362314e+33 -1.01779509e+34],1e+30,[-9.66865293e+26 -1.03329450e+27]
[-1.43930574e+32  4.29809616e+32],1e+30,[-1.4612241e+25  4.3635494e+25]
[ 4.25946810e+33 -4.08262297e+32],1e+30,[ 4.32433309e+26 -4.14479490e+25]
[-1.27601113e+33 -4.26272498e+32],1e+30,[-1.29544277e+26 -4.32763957e+25]
[-1.70661386e+33  1.60356335e+33],1e+30,[-1.7326029e+26  1.6279831e+26]
[ 2.50743832e+34 -3.57845996e+32],1e+30,[ 2.54562266e+27 -3.63295427e+25]
[-9.87222500e+33  3.62756982e+32],1e+30,[-1.00225635e+27  3.68281200e+25]
[-2.86625572e+33 -7.71120762e+32],1e+30,[-2.90990428e+26 -7.82863717e+25]
[-2.95421583e+33 -5.12953149e+33],1e+30,[-2.99920389e+26 -5.20764618e+26]
[-1.58363191e+34 -1.61423768e+33],1e+30,[-1.60774813e+27 -1.63881998e+26]
[7.02119780e+32 9.09780786e+33],1e+30,[7.12811960e+25 9.23635316e+26]
[-1.97690745e+33  1.94752814e+33],1e+30,[-2.00701264e+26  1.97718593e+26]
[-4.26796882e+33  4.94532606e+31],1e+30,[-4.33296327e+26  5.02063559e+24]
[2.24842625e+33 4.56909163e+32],1e+30,[2.28266625e+26 4.63867171e+25]
[-3.46581242e+32 -9.83031699e+32],1e+30,[-3.51859129e+25 -9.98001725e+25]
[-4.07260416e+33 -1.33473319e+34],1e+30,[-4.13462351e+26 -1.35505908e+27]
[-4.27148804e+32 -5.82005335e+32],1e+30,[-4.33653608e+25 -5.90868361e+25]
[2.03067285e+33 1.35930363e+33],1e+30,[2.06159680e+26 1.38000368e+26]
[-1.50764035e+32  6.96503914e+33],1e+30,[-1.53059934e+25  7.07110573e+26]
[8.73473032e+32 2.18424708e+33],1e+30,[8.86774652e+25 2.21750973e+26]
[ 7.80536274e+33 -1.57885896e+34],1e+30,[ 7.92422614e+26 -1.60290250e+27]
[-4.50996410e+33  1.02425684e+35],1e+30,[-4.57864376e+26  1.03985466e+28]
[-6.96688018e+33  9.35880284e+30],1e+30,[-7.07297480e+26  9.50132268e+23]
[6.78323046e+32 1.41622538e+32],1e+30,[6.88652838e+25 1.43779226e+25]
[-8.53358802e+33  7.36593229e+33],1e+30,[-8.66354114e+26  7.47810385e+26]
[-1.00951525e+34 -3.50463413e+33],1e+30,[-1.02488858e+27 -3.55800419e+26]
[ 3.09933470e+33 -7.06380348e+32],1e+30,[ 3.14653269e+26 -7.17137410e+25]
[2.89383880e+33 1.10632322e+33],1e+30,[2.93790741e+26 1.12317078e+26]
[-2.90363162e+34  1.22352598e+34],1e+30,[-2.94784936e+27  1.24215836e+27]
[-9.80526842e+31  2.91435921e+32],1e+30,[-9.95458723e+24  2.95874032e+25]
[-2.39163821e+33 -9.00419186e+32],1e+30,[-2.42805910e+26 -9.14131153e+25]
[-4.40756917e+33 -4.66917426e+33],1e+30,[-4.47468952e+26 -4.74027843e+26]
[-5.78021787e+32  6.30266640e+30],1e+30,[-5.86824149e+25  6.39864609e+23]
[ 2.15984262e+32 -6.61895326e+32],1e+30,[ 2.19273363e+25 -6.71974950e+25]
[6.83284212e+33 3.71099222e+33],1e+30,[6.93689555e+26 3.76750479e+26]
[-7.40765726e+32  7.93217961e+32],1e+30,[-7.52046423e+25  8.05297422e+25]
[-3.99879620e+32 -1.54804584e+33],1e+30,[-4.05969158e+25 -1.57162014e+26]
[ 5.36783090e+34 -3.59850726e+35],1e+30,[ 5.44957452e+27 -3.65330687e+28]
[ 1.86565234e+34 -5.17505589e+33],1e+30,[ 1.89406329e+27 -5.25386384e+26]
[8.90957383e+32 2.58791839e+33],1e+30,[9.04525262e+25 2.62732832e+26]
[-4.10369416e+33  1.91890754e+32],1e+30,[-4.16618697e+26  1.94812948e+25]
[-7.38348578e+33 -4.76380115e+33],1e+30,[-7.49592465e+26 -4.83634635e+26]
[-6.20752951e+33  2.52754641e+33],1e+30,[-6.30206042e+26  2.56603697e+26]
[-1.93302438e+34  5.54400300e+33],1e+30,[-1.96246130e+27  5.62842944e+26]
[-9.63571394e+34 -2.86237140e+34],1e+30,[-9.78245070e+27 -2.90596081e+27]
[-4.73841190e+33  2.66454601e+32],1e+30,[-4.81057046e+26  2.70512285e+25]
[-2.34382461e+33  2.97237863e+33],1e+30,[-2.37951737e+26  3.01764327e+26]
[-3.56619166e+33 -1.22089619e+32],1e+30,[-3.62049915e+26 -1.23948852e+25]
[3.78675177e+34 2.11503270e+35],1e+30,[3.84441804e+27 2.14724132e+28]
[1.97405266e+33 1.71785006e+33],1e+30,[2.00411438e+26 1.74401021e+26]
[-2.74329451e+33  5.08032054e+33],1e+30,[-2.78507057e+26  5.15768582e+26]
[ 1.78549860e+33 -7.12823246e+32],1e+30,[ 1.81268893e+26 -7.23678422e+25]
[-5.37187061e+33 -4.48225096e+33],1e+30,[-5.45367575e+26 -4.55050859e+26]
[ 3.77560674e+33 -4.61922437e+32],1e+30,[ 3.83310328e+26 -4.68956789e+25]
[1.07368381e+34 1.00108767e+34],1e+30,[1.09003432e+27 1.01633266e+27]
[ 4.43976062e+34 -6.27558299e+34],1e+30,[ 4.50737119e+27 -6.37115025e+27]
[2.51756421e+33 2.84906769e+33],1e+30,[2.55590276e+26 2.89245450e+26]
[2.90969447e+33 1.02327620e+33],1e+30,[2.95400454e+26 1.03885908e+26]
[-1.02381929e+33 -2.56903649e+33],1e+30,[-1.03941044e+26 -2.60815888e+26]
[-2.34309762e+32  5.74283222e+32],1e+30,[-2.37877931e+25  5.83028652e+25]
[-3.00861803e+33  1.27305852e+34],1e+30,[-3.05443455e+26  1.29244520e+27]
[-1.91606619e+34 -2.27951966e+34],1e+30,[-1.94524487e+27 -2.31423315e+27]
[ 3.41096692e+33 -2.48431215e+33],1e+30,[ 3.46291058e+26 -2.52214432e+26]
[6.71330230e+33 6.48966658e+33],1e+30,[6.81553533e+26 6.58849399e+26]
[-8.73204397e+32 -1.17511198e+32],1e+30,[-8.86501926e+25 -1.19300709e+25]
[ 1.97070943e+33 -1.15147272e+32],1e+30,[ 2.00072024e+26 -1.16900783e+25]
